image_file_name,lon,lat,alt
DZB1214-500055L004001,-111.413,33.893,
DZB1214-500055L005001,-111.557,33.243,
DZB1214-500055L006001,-111.701,32.593,
DZB1214-500055L007001,-111.843,31.942,
