image_file_name,lon,lat,alt
DZB1216-500280L003001,-18.784,64.786,
DZB1216-500280L004001,-19.254,64.1,
DZB1216-500280L005001,-19.701,63.412,
DZB1216-500280L006001,-20.13,62.722,
