image_file_name,lon,lat,alt
D3C1216-200533A021,-19.449,63.882,
D3C1216-200533A022,-19.55,63.728,
D3C1216-200533A023,-19.649,63.575,
D3C1216-200533F021,-19.49,63.783,
D3C1216-200533F022,-19.584,63.629,
D3C1216-200533F023,-19.686,63.477,
